
         3      2422         0         1
       862 6.096146134676688+1 2.800048297124828+1 0.000000000000000+0
       863 6.096714761355264+1 2.700130596102616+1 0.000000000000000+0
       864 6.100120746174004+1 2.598864924022588+1 0.000000000000000+0
       865 6.104982762757254+1 2.496670846829329+1 0.000000000000000+0
       866 6.102758968726166+1 2.394130941125467+1 0.000000000000000+0
       867 6.104027866422956+1 2.292722869854213+1 0.000000000000000+0
       868 6.105345327785876+1 2.190701806149161+1 0.000000000000000+0
       869 6.104108388398822+1 2.089313549323365+1 0.000000000000000+0
       870 6.110114811357616+1 1.987623907110509+1 0.000000000000000+0
       871 6.103946363150636+1 1.886440714523334+1 0.000000000000000+0
       872 6.095691610505440+1 1.787106441112735+1 0.000000000000000+0
       873 6.095000032556504+1 1.689782352203140+1 0.000000000000000+0
       874 6.096108589273554+1 1.589657864166596+1 0.000000000000000+0
       875 6.097043483001444+1 1.490912235025682+1 0.000000000000000+0
       876 6.098640771460586+1 1.393260156426091+1 0.000000000000000+0
       877 6.099536918214494+1 1.296389256021208+1 0.000000000000000+0
       878 6.100431600664490+1 1.196054280280458+1 0.000000000000000+0
       879 6.100904731011284+1 1.095966614579375+1 0.000000000000000+0
       880 6.100765100163546+1 9.960410264268443+0 0.000000000000000+0
       881 6.100102700237820+1 8.976501781042618+0 0.000000000000000+0
       882 6.099959744000000+1 7.999993345904706+0 0.000000000000000+0
       883 6.099959744000000+1 6.999993043464478+0 0.000000000000000+0
       884 6.099959744000000+1 5.999993326774400+0 0.000000000000000+0
       885 6.099959744000000+1 5.000033584304862+0 0.000000000000000+0
       886 6.099963325026160+1 4.000371595449124+0 0.000000000000000+0
       887 6.099997533930922+1 3.001484594824239+0 0.000000000000000+0
       888 6.100115833888474+1 1.999991587606598+0 0.000000000000000+0
       889 6.200130616720530+1 1.999991567845724+0 0.000000000000000+0
       890 6.300155833888474+1 1.999991587606598+0 0.000000000000000+0
       891 6.400170616720530+1 1.999991567845724+0 0.000000000000000+0
       892 6.499765149194058+1 1.985125853868803+0 0.000000000000000+0
       893 6.599652459850640+1 1.985090419780092+0 0.000000000000000+0
       894 6.699539815562138+1 1.986275436396355+0 0.000000000000000+0
       895 6.799514290162226+1 1.983253497143764+0 0.000000000000000+0
       896 6.899635750190986+1 1.983556415176526+0 0.000000000000000+0
       897 6.999736761262538+1 1.984667153636821+0 0.000000000000000+0
       898 7.098672109868012+1 1.992986105466155+0 0.000000000000000+0
       899 7.198882743625738+1 2.000711003682407+0 0.000000000000000+0
       900 7.298718909920176+1 2.000408029012830+0 0.000000000000000+0
       901 7.397707170216632+1 1.963157401976729+0 0.000000000000000+0
       902 7.496239155153112+1 1.934363520673325+0 0.000000000000000+0
       903 7.593988861949202+1 1.913581768493371+0 0.000000000000000+0
       904 7.691601498339186+1 1.954645488537741+0 0.000000000000000+0
       905 7.788404892234880+1 2.093619215238779+0 0.000000000000000+0
       906 7.890138693001128+1 2.210233785222982+0 0.000000000000000+0
       907 7.995035293059350+1 2.187233233190388+0 0.000000000000000+0
       908 8.098265890553119+1 2.161699850861253+0 0.000000000000000+0
       909 8.200708397268288+1 2.127599761994533+0 0.000000000000000+0
       910 8.301199314030118+1 2.088055068772253+0 0.000000000000000+0
       911 8.400059030279110+1 2.045032989758450+0 0.000000000000000+0
       912 8.500977498748572+1 2.027485230061799+0 0.000000000000000+0
       913 8.601495426087252+1 2.011169048804717+0 0.000000000000000+0
       914 8.700591636037473+1 1.999990103707854+0 0.000000000000000+0
       915 8.797214542527886+1 2.802890730525283+1 0.000000000000000+0
       916 8.798985609158231+1 2.703937261676250+1 0.000000000000000+0
       917 8.805457290464409+1 2.606918833857006+1 0.000000000000000+0
       918 8.804708031646518+1 2.509177498634670+1 0.000000000000000+0
       919 8.801651716353929+1 2.409367061535922+1 0.000000000000000+0
       920 8.803456158066000+1 2.309412257173624+1 0.000000000000000+0
       921 8.803409542137585+1 2.207954998322413+1 0.000000000000000+0
       922 8.804316817107059+1 2.106071553524454+1 0.000000000000000+0
       923 8.806167542952460+1 2.005247422188157+1 0.000000000000000+0
       924 8.804460261103435+1 1.904514897424123+1 0.000000000000000+0
       925 8.799653807820661+1 1.804612652305866+1 0.000000000000000+0
       926 8.795652445421611+1 1.703450275123265+1 0.000000000000000+0
       927 8.797424785702839+1 1.601432047087361+1 0.000000000000000+0
       928 8.799377950472202+1 1.500725855518598+1 0.000000000000000+0
       929 8.801402357832089+1 1.399816971114534+1 0.000000000000000+0
       930 8.803084250740763+1 1.300520110308041+1 0.000000000000000+0
       931 8.802582494964978+1 1.200441965089619+1 0.000000000000000+0
       932 8.801446044376210+1 1.100707269440166+1 0.000000000000000+0
       933 8.800366473876544+1 9.999000640409454+0 0.000000000000000+0
       934 8.800366473876544+1 8.998800640409454+0 0.000000000000000+0
       935 8.800366473876544+1 7.998600640409454+0 0.000000000000000+0
       936 8.801576413103628+1 6.998468889962150+0 0.000000000000000+0
       937 8.801380975190964+1 5.998516333962274+0 0.000000000000000+0
       938 8.800366568697918+1 4.997992295334890+0 0.000000000000000+0
       939 8.800369778593058+1 3.997717637312725+0 0.000000000000000+0
       940 8.800395898837563+1 2.997214145150856+0 0.000000000000000+0
       941 8.800494719517541+1 1.996144149924118+0 0.000000000000000+0
       942 7.654619293381638+1 2.915480470895560+1 0.000000000000000+0
       943 7.731859778169420+1 7.364486175083742+0 0.000000000000000+0
       944 7.637587676633714+1 7.762776518041422+0 0.000000000000000+0
       945 7.552394857635382+1 8.328980184774949+0 0.000000000000000+0
       946 7.470504850097680+1 8.918587965719782+0 0.000000000000000+0
       947 7.388869720679182+1 9.532479610988863+0 0.000000000000000+0
       948 7.306751635333716+1 1.014090971874299+1 0.000000000000000+0
       949 7.223850265488078+1 1.075609717900455+1 0.000000000000000+0
       950 7.141503935474362+1 1.137370281281707+1 0.000000000000000+0
       951 7.061033169665190+1 1.202161687886725+1 0.000000000000000+0
       952 6.988136563635700+1 1.273376182305912+1 0.000000000000000+0
       953 6.929740719308130+1 1.356475735786375+1 0.000000000000000+0
       954 6.876099884110212+1 1.443801697620380+1 0.000000000000000+0
       955 6.824190044567736+1 1.531103675818841+1 0.000000000000000+0
       956 6.773816278614544+1 1.617796845448260+1 0.000000000000000+0
       957 6.724645376816944+1 1.706313584740775+1 0.000000000000000+0
       958 6.674709719809102+1 1.794438460500487+1 0.000000000000000+0
       959 6.625540511228134+1 1.881140387424767+1 0.000000000000000+0
       960 6.576598069990636+1 1.966934642350617+1 0.000000000000000+0
       961 6.526661907492124+1 2.053416988671766+1 0.000000000000000+0
       962 6.394237468850520+1 2.315216935348105+1 0.000000000000000+0
       963 6.423985759113420+1 2.224112289042880+1 0.000000000000000+0
       964 6.474588270700248+1 2.138399432443560+1 0.000000000000000+0
       965 7.771600932350424+1 8.266733403065492+0 0.000000000000000+0
       966 7.804612756808176+1 9.204400771574068+0 0.000000000000000+0
       967 7.836203597999138+1 1.016588427150717+1 0.000000000000000+0
       968 7.867409709533332+1 1.113192981705637+1 0.000000000000000+0
       969 7.899917286356030+1 1.210307553984382+1 0.000000000000000+0
       970 7.931653518058888+1 1.308186571073880+1 0.000000000000000+0
       971 7.960744533524440+1 1.405042970440329+1 0.000000000000000+0
       972 7.989798753683114+1 1.504154164566782+1 0.000000000000000+0
       973 8.017882998012045+1 1.600957849704870+1 0.000000000000000+0
       974 8.045778125203167+1 1.698106689102299+1 0.000000000000000+0
       975 8.074319062670947+1 1.796188189281363+1 0.000000000000000+0
       976 8.104428080014921+1 1.892414995202408+1 0.000000000000000+0
       977 8.134139603286748+1 1.988988497996434+1 0.000000000000000+0
       978 8.164099209866420+1 2.086496118993051+1 0.000000000000000+0
       979 8.194194099147367+1 2.183500625835773+1 0.000000000000000+0
       980 8.222141950364538+1 2.280984295185472+1 0.000000000000000+0
       981 8.250124301053660+1 2.378115928148456+1 0.000000000000000+0
       982 8.279285886195661+1 2.473743888702218+1 0.000000000000000+0
       983 8.311566664560914+1 2.569790357729596+1 0.000000000000000+0
       984 8.343433722778743+1 2.666896738330079+1 0.000000000000000+0
       985 8.374995046468619+1 2.766595416631236+1 0.000000000000000+0
       986 8.394664801207128+1 2.873003494836703+1 0.000000000000000+0
       987 8.898967002108872+1 2.802004899591739+1 0.000000000000000+0
       988 8.899637210682808+1 2.702681940688299+1 0.000000000000000+0
       989 8.902464104818284+1 2.603773407082092+1 0.000000000000000+0
       990 8.902251382281158+1 2.503978569621222+1 0.000000000000000+0
       991 8.901220526802380+1 2.404933318327454+1 0.000000000000000+0
       992 8.901996239997937+1 2.304708756995216+1 0.000000000000000+0
       993 8.901639211943255+1 2.204248403119617+1 0.000000000000000+0
       994 8.902567300985925+1 2.103438900105251+1 0.000000000000000+0
       995 8.903314436613950+1 2.002996025457599+1 0.000000000000000+0
       996 8.902065324793679+1 1.901816093104637+1 0.000000000000000+0
       997 8.900200507195809+1 1.801846865944444+1 0.000000000000000+0
       998 8.898824314546683+1 1.701775040307211+1 0.000000000000000+0
       999 8.899358597132432+1 1.600875793025677+1 0.000000000000000+0
      1000 8.900196723542596+1 1.500641323570324+1 0.000000000000000+0
      1001 8.900801095792316+1 1.400810735491761+1 0.000000000000000+0
      1002 8.901278195387873+1 1.300056379130815+1 0.000000000000000+0
      1003 8.901283814116296+1 1.200063351296263+1 0.000000000000000+0
      1004 8.900213222716051+1 1.099920064020467+1 0.000000000000000+0
      1005 8.900213222716051+1 9.999000640204667+0 0.000000000000000+0
      1006 8.900213222716051+1 8.998800640204667+0 0.000000000000000+0
      1007 8.900213222716051+1 7.998600640204668+0 0.000000000000000+0
      1008 8.900213222716051+1 6.998400640204668+0 0.000000000000000+0
      1009 8.900213222716051+1 5.998200640204666+0 0.000000000000000+0
      1010 8.900213222716051+1 4.998000640204666+0 0.000000000000000+0
      1011 8.900214894628256+1 3.997800640204663+0 0.000000000000000+0
      1012 8.900229852412252+1 2.997600640204632+0 0.000000000000000+0
      1013 8.900292337735625+1 1.997400640204505+0 0.000000000000000+0
      1014 7.578963530662944+1 2.902053362232403+1 0.000000000000000+0
      1015 7.488816306191258+1 2.894352430176861+1 0.000000000000000+0
      1016 7.396727302874526+1 2.906802230679273+1 0.000000000000000+0
      1017 7.297873578267936+1 2.891153427889723+1 0.000000000000000+0
      1018 7.195102131262808+1 2.903374031321184+1 0.000000000000000+0
      1019 7.095582627018332+1 2.901676979780255+1 0.000000000000000+0
      1020 6.997445145770206+1 2.896744769659708+1 0.000000000000000+0
      1021 6.898961292409688+1 2.894948267049748+1 0.000000000000000+0
      1022 6.799109733939552+1 2.897356889808428+1 0.000000000000000+0
      1023 6.698225283213640+1 2.892740764385122+1 0.000000000000000+0
      1024 6.597104129997416+1 2.898343181043662+1 0.000000000000000+0
      1025 6.496648709645414+1 2.900345958169701+1 0.000000000000000+0
      1026 6.396867458929052+1 2.901424831976040+1 0.000000000000000+0
      1027 6.297674510256642+1 2.902828933581317+1 0.000000000000000+0
      1028 6.197912357272934+1 2.901777733635174+1 0.000000000000000+0
      1029 6.097262428560470+1 2.900138896481941+1 0.000000000000000+0
      1030 8.481753436396367+1 2.950646833860000+1 0.000000000000000+0
      1031 8.595029629580704+1 2.907341170310250+1 0.000000000000000+0
      1032 8.697128342406627+1 2.902290006679706+1 0.000000000000000+0
      1033 8.798561513766900+1 2.901955110683663+1 0.000000000000000+0
      1034 8.898849828273079+1 2.900808128994001+1 0.000000000000000+0
      1035 6.482548037073010+1 2.354776416010652+1 0.000000000000000+0
      1036 6.569324472205048+1 2.395894486157318+1 0.000000000000000+0
      1037 6.658796073279918+1 2.432122500285482+1 0.000000000000000+0
      1038 6.750688642647852+1 2.469198781601694+1 0.000000000000000+0
      1039 6.840411890023300+1 2.510655240507911+1 0.000000000000000+0
      1040 6.931894590113868+1 2.555409476972802+1 0.000000000000000+0
      1041 7.028675956788190+1 2.585621704330944+1 0.000000000000000+0
      1042 7.123755750913064+1 2.614638938933031+1 0.000000000000000+0
      1043 7.214959536696048+1 2.643990224949414+1 0.000000000000000+0
      1044 7.304187225177160+1 2.678002567320242+1 0.000000000000000+0
      1045 7.390498989974160+1 2.721896661157257+1 0.000000000000000+0
      1046 7.480622347902318+1 2.780299370539562+1 0.000000000000000+0
      1047 7.583158138003924+1 2.802829575137988+1 0.000000000000000+0
      1048 7.693610056201616+1 2.835372821747828+1 0.000000000000000+0
      1049 7.750967760932400+1 2.859588402264145+1 0.000000000000000+0
      1050 7.841222792227170+1 2.903857648119410+1 0.000000000000000+0
      1051 7.934394805711068+1 2.923257708394592+1 0.000000000000000+0
      1052 8.024276320105832+1 2.948966013856330+1 0.000000000000000+0
      1053 8.398903369289048+1 2.988844442378418+1 0.000000000000000+0
      1054 6.000090228499352+1 2.001766501798961+0 0.000000000000000+0
      1055 5.999977859190372+1 3.000754582342859+0 0.000000000000000+0
      1056 5.999944387718056+1 4.000181469114440+0 0.000000000000000+0
      1057 5.999939861090802+1 5.000010357215208+0 0.000000000000000+0
      1058 5.999939744000000+1 5.999992741229398+0 0.000000000000000+0
      1059 5.999939744000000+1 6.999993043669622+0 0.000000000000000+0
      1060 5.999939744000000+1 7.999993346109850+0 0.000000000000000+0
      1061 6.000062996739482+1 8.988188695842680+0 0.000000000000000+0
      1062 6.000119925610962+1 9.988138811773499+0 0.000000000000000+0
      1063 6.000892318183914+1 1.098409536128141+1 0.000000000000000+0
      1064 6.000864897156620+1 1.197813752581140+1 0.000000000000000+0
      1065 6.001094063488524+1 1.297073948810962+1 0.000000000000000+0
      1066 6.000041489068602+1 1.396096484511292+1 0.000000000000000+0
      1067 5.998891517857392+1 1.494538769252010+1 0.000000000000000+0
      1068 5.998068703829696+1 1.593649250087869+1 0.000000000000000+0
      1069 5.997672413990016+1 1.693511071608041+1 0.000000000000000+0
      1070 5.997938379169990+1 1.792737626883091+1 0.000000000000000+0
      1071 6.001463137290348+1 1.892231620733197+1 0.000000000000000+0
      1072 6.004450339386994+1 1.992151537414962+1 0.000000000000000+0
      1073 6.004038248540390+1 2.092017692127721+1 0.000000000000000+0
      1074 6.005375467357296+1 2.191921901518154+1 0.000000000000000+0
      1075 6.005744702116456+1 2.292827582189742+1 0.000000000000000+0
      1076 6.005359495887708+1 2.393925636394534+1 0.000000000000000+0
      1077 6.004045064390124+1 2.495222116452779+1 0.000000000000000+0
      1078 6.000622740480908+1 2.596532860066898+1 0.000000000000000+0
      1079 5.996691227488046+1 2.697308952957777+1 0.000000000000000+0
      1080 5.995467261724734+1 2.798081531478980+1 0.000000000000000+0
      1081 5.997499334181034+1 2.898771235828228+1 0.000000000000000+0
      1082 8.900481187447147+1 9.999636685592275-1 0.000000000000000+0
      1083 8.800747986610771+1 9.999888480190164-1 0.000000000000000+0
      1084 8.700841285252952+1 9.999934617330508-1 0.000000000000000+0
      1085 8.600841765303729+1 9.999942711860173-1 0.000000000000000+0
      1086 8.500327167177188+1 1.009277139515137+0 0.000000000000000+0
      1087 8.400099015381471+1 1.018262886531896+0 0.000000000000000+0
      1088 8.300816381314096+1 1.038415796304361+0 0.000000000000000+0
      1089 8.200422638198456+1 1.068718257601644+0 0.000000000000000+0
      1090 8.099608667450831+1 1.088716643016695+0 0.000000000000000+0
      1091 7.997950507191676+1 1.085515584855733+0 0.000000000000000+0
      1092 7.896202491557280+1 1.094442472821131+0 0.000000000000000+0
      1093 7.796296646530196+1 1.041326986518175+0 0.000000000000000+0
      1094 7.697659935235272+1 9.867436519046111-1 0.000000000000000+0
      1095 7.598132103172332+1 9.693485639592575-1 0.000000000000000+0
      1096 7.498391361608794+1 9.745742708704196-1 0.000000000000000+0
      1097 7.399647418612440+1 9.875791852210323-1 0.000000000000000+0
      1098 7.300592392837228+1 9.999945593552498-1 0.000000000000000+0
      1099 7.200567035248268+1 9.999944481811196-1 0.000000000000000+0
      1100 7.100552392837228+1 9.999945593552498-1 0.000000000000000+0
      1101 7.000527035248268+1 9.999944481811196-1 0.000000000000000+0
      1102 6.900512392837228+1 9.999945593552498-1 0.000000000000000+0
      1103 6.800487035248268+1 9.999944481811196-1 0.000000000000000+0
      1104 6.700472392837228+1 9.999945593552498-1 0.000000000000000+0
      1105 6.600447035248270+1 9.999944481811196-1 0.000000000000000+0
      1106 6.500432392837228+1 9.999945593552498-1 0.000000000000000+0
      1107 6.400407035248270+1 9.999944481811196-1 0.000000000000000+0
      1108 6.300392392837228+1 9.999945593552498-1 0.000000000000000+0
      1109 6.200367035248272+1 9.999944481811196-1 0.000000000000000+0
      1110 6.100352392837228+1 9.999945593552498-1 0.000000000000000+0
      1111 6.000327035248272+1 9.999944481811196-1 0.000000000000000+0
      1112 2.204946088902505+1 6.693724123080418+0 0.000000000000000+0
      1113 2.197739523551757+1 5.903901304144642+0 0.000000000000000+0
      1114 2.291684855703707+1 6.074907892537388+0 0.000000000000000+0
      1115 2.277344718700570+1 7.190553578347516+0 0.000000000000000+0
      1116 2.303725026592974+1 8.271094655763052+0 0.000000000000000+0
      1117 2.325519837414686+1 9.216680100783387+0 0.000000000000000+0
      1118 2.345086931362289+1 9.979144970727951+0 0.000000000000000+0
      1119 2.381352605166076+1 1.443624790957745+1 0.000000000000000+0
      1120 2.339850851705689+1 1.365441111607606+1 0.000000000000000+0
      1121 2.319811410391266+1 1.276538419747816+1 0.000000000000000+0
      1122 2.305937922422330+1 1.179189348324016+1 0.000000000000000+0
      1123 2.294800788457605+1 1.069749022299341+1 0.000000000000000+0
      1124 2.103739818560377+1 6.015335900261602+0 0.000000000000000+0
      1125 2.129836751673801+1 6.922136243005682+0 0.000000000000000+0
      1126 2.178169785537133+1 7.728932677758770+0 0.000000000000000+0
      1127 2.211699254340651+1 8.688734029946174+0 0.000000000000000+0
      1128 2.245693364731593+1 9.684900104285241+0 0.000000000000000+0
      1129 6.663627780993518+0 6.934778823302646+0 0.000000000000000+0
      1130 6.494129753220516+0 7.750571370651904+0 0.000000000000000+0
      1131 7.122854300293844+0 7.738354691074822+0 0.000000000000000+0
      1132 7.483087838240998+0 7.134401997313248+0 0.000000000000000+0
      1133 5.892007323974998+0 9.382283984624380+0 0.000000000000000+0
      1134 5.761222081197388+0 8.638297737343629+0 0.000000000000000+0
      1135 5.702394936988676+0 7.785607980193900+0 0.000000000000000+0
      1136 5.774726048296184+0 6.895276626161886+0 0.000000000000000+0
      1137 9.738654602434544+0 5.669519672340876+0 0.000000000000000+0
      1138 8.990685372128986+0 5.924369983319114+0 0.000000000000000+0
      1139 8.000471154656998+0 6.264476036704972+0 0.000000000000000+0
      1140 6.902526861479618+0 6.047038254805274+0 0.000000000000000+0
      1141 5.888370103578210+0 5.975433099314886+0 0.000000000000000+0
      1142 6.558947563434672+0 8.570400400093696+0 0.000000000000000+0
      1143 7.326525214849674+0 8.367958895592954+0 0.000000000000000+0
      1144 7.988951120512836+0 7.841399745001684+0 0.000000000000000+0
      1145 8.656060339117481+0 7.192047913022862+0 0.000000000000000+0
      1146 9.506435348506772+0 6.686602562654142+0 0.000000000000000+0
      1147 1.031887391351871+1 6.120092477279850+0 0.000000000000000+0
      1148 1.650070534662579+1 4.254587886620966+0 0.000000000000000+0
      1149 1.580650808192999+1 4.393814188392114+0 0.000000000000000+0
      1150 1.323490860321534+1 5.444454102013882+0 0.000000000000000+0
      1151 6.654375658966528+0 9.448525277500291+0 0.000000000000000+0
      1152 7.540821744772840+0 9.202761831329733+0 0.000000000000000+0
      1153 8.371969163625950+0 8.689564686882933+0 0.000000000000000+0
      1154 9.174108304632838+0 8.078515197199801+0 0.000000000000000+0
      1155 1.001311317423121+1 7.499886504920154+0 0.000000000000000+0
      1156 1.084278132733784+1 6.890391889905050+0 0.000000000000000+0
      1157 1.162384134072195+1 6.222266092006656+0 0.000000000000000+0
      1158 1.249243609761400+1 5.783520708829192+0 0.000000000000000+0
      1159 2.086178521065455+1 5.046755125117102+0 0.000000000000000+0
      1160 2.190937606231675+1 4.987454053330124+0 0.000000000000000+0
      1161 2.293568933224568+1 5.034736903548848+0 0.000000000000000+0
      1162 4.689975960239148+0 1.176269092354065+1 0.000000000000000+0
      1163 4.981374377758158+0 1.098698511354095+1 0.000000000000000+0
      1164 5.295988517401842+0 9.971316421532082+0 0.000000000000000+0
      1165 4.958850102516706+0 8.900368292501851+0 0.000000000000000+0
      1166 4.855899455457276+0 7.904788960437614+0 0.000000000000000+0
      1167 4.861331395336650+0 6.939951964205918+0 0.000000000000000+0
      1168 4.907573901422946+0 5.971787880795362+0 0.000000000000000+0
      1169 2.379259068586427+1 1.776699447509954+1 0.000000000000000+0
      1170 2.373642331965738+1 1.672034943764998+1 0.000000000000000+0
      1171 2.426698408123926+1 1.603462150313890+1 0.000000000000000+0
      1172 2.407038495859231+1 1.530025701840162+1 0.000000000000000+0
      1173 2.412894845530952+1 1.348903855222994+1 0.000000000000000+0
      1174 2.409536888984738+1 1.272230852585160+1 0.000000000000000+0
      1175 2.404565625081464+1 1.182022585988062+1 0.000000000000000+0
      1176 2.403180097882201+1 1.086733837049590+1 0.000000000000000+0
      1177 2.421186411671839+1 9.988818313261930+0 0.000000000000000+0
      1178 2.415088929157348+1 9.072274666647692+0 0.000000000000000+0
      1179 2.402510069278572+1 8.106896494341187+0 0.000000000000000+0
      1180 2.390240463576621+1 7.097164726940816+0 0.000000000000000+0
      1181 2.393295203288332+1 6.060108493538838+0 0.000000000000000+0
      1182 2.394981259174746+1 5.031511635935594+0 0.000000000000000+0
      1183 1.494880724287416+1 4.562965625988932+0 0.000000000000000+0
      1184 1.401603740536370+1 4.714835548027112+0 0.000000000000000+0
      1185 1.307866566919769+1 4.696248415371802+0 0.000000000000000+0
      1186 1.211233772754307+1 4.917913474520052+0 0.000000000000000+0
      1187 1.103045885210362+1 5.236063877128696+0 0.000000000000000+0
      1188 9.965985724378413+0 4.949077332267284+0 0.000000000000000+0
      1189 8.973654450381790+0 4.989388222575946+0 0.000000000000000+0
      1190 7.970908511414364+0 5.114834129164912+0 0.000000000000000+0
      1191 6.944372523131432+0 5.047621440782688+0 0.000000000000000+0
      1192 5.935871866606992+0 5.001591762968386+0 0.000000000000000+0
      1193 4.947459948709124+0 4.986787739380506+0 0.000000000000000+0
      1194 5.829892436100924+0 1.148671302679218+1 0.000000000000000+0
      1195 5.153548230663610+0 1.248456435045602+1 0.000000000000000+0
      1196 4.900155444368120+0 1.351757423886762+1 0.000000000000000+0
      1197 4.716358432676388+0 1.430208081604501+1 0.000000000000000+0
      1198 1.695581325449257+1 4.720372099274884+0 0.000000000000000+0
      1199 1.607009806565239+1 5.132529647418338+0 0.000000000000000+0
      1200 1.511587615708086+1 5.452137923724448+0 0.000000000000000+0
      1201 1.404479342340017+1 5.778969350434948+0 0.000000000000000+0
      1202 6.497739807604566+0 1.045958854390591+1 0.000000000000000+0
      1203 7.153494453096136+0 1.123314225525859+1 0.000000000000000+0
      1204 4.168549064191288+0 1.670650887217013+1 0.000000000000000+0
      1205 4.420762449773865+0 1.561846772740795+1 0.000000000000000+0
      1206 5.225805325311790+0 1.480019248921172+1 0.000000000000000+0
      1207 5.725199166256828+0 1.389452151047921+1 0.000000000000000+0
      1208 6.139566512899910+0 1.294284026630622+1 0.000000000000000+0
      1209 6.685663093975960+0 1.203168371717410+1 0.000000000000000+0
      1210 7.734444750881994+0 1.017765750660594+1 0.000000000000000+0
      1211 8.744599696591139+0 9.589216705954547+0 0.000000000000000+0
      1212 9.656548572197419+0 8.952298831712172+0 0.000000000000000+0
      1213 1.054002281594476+1 8.313837946048089+0 0.000000000000000+0
      1214 1.140495891513993+1 7.673027313237694+0 0.000000000000000+0
      1215 1.224666381181638+1 7.051770071703966+0 0.000000000000000+0
      1216 1.314720596024303+1 6.473000898777616+0 0.000000000000000+0
      1217 2.476042512462767+1 2.026044731366617+1 0.000000000000000+0
      1218 2.382553831456630+1 1.859137298277690+1 0.000000000000000+0
      1219 2.324632528428864+1 1.575124605829267+1 0.000000000000000+0
      1220 2.289820094076699+1 1.481939913419772+1 0.000000000000000+0
      1221 2.255087899389343+1 1.391327624563055+1 0.000000000000000+0
      1222 2.229024307584473+1 1.297888370426574+1 0.000000000000000+0
      1223 2.208126109922278+1 1.201377092261456+1 0.000000000000000+0
      1224 2.187506387639895+1 1.100592030611190+1 0.000000000000000+0
      1225 1.893166824647981+1 4.709196505177562+0 0.000000000000000+0
      1226 1.972171779180805+1 5.171887194964888+0 0.000000000000000+0
      1227 2.006303047746705+1 6.243604653783288+0 0.000000000000000+0
      1228 2.041573068645294+1 7.212631125333110+0 0.000000000000000+0
      1229 2.082426521099242+1 8.122944161057475+0 0.000000000000000+0
      1230 2.118322195785743+1 9.066651190037328+0 0.000000000000000+0
      1231 2.152385528082724+1 1.002866588047882+1 0.000000000000000+0
      1232 2.450657665476326+1 2.402202699998088+1 0.000000000000000+0
      1233 2.524256826015829+1 2.399400514750216+1 0.000000000000000+0
      1234 2.518928438943866+1 2.313126103302080+1 0.000000000000000+0
      1235 2.505709467017838+1 2.223517095850038+1 0.000000000000000+0
      1236 2.492038206852258+1 2.128256665828618+1 0.000000000000000+0
      1237 2.453713987159812+1 1.913712209706198+1 0.000000000000000+0
      1238 2.475013871803742+1 1.799941652739062+1 0.000000000000000+0
      1239 2.483777896033252+1 1.696183093186640+1 0.000000000000000+0
      1240 2.504667049480295+1 1.602264896368132+1 0.000000000000000+0
      1241 2.497976429324384+1 1.506608240466218+1 0.000000000000000+0
      1242 2.479562464290514+1 1.400062255169163+1 0.000000000000000+0
      1243 2.497826656343055+1 1.293398713177538+1 0.000000000000000+0
      1244 2.501689524440251+1 1.192674102096722+1 0.000000000000000+0
      1245 2.504104768793716+1 1.095454877401876+1 0.000000000000000+0
      1246 2.510839800909674+1 9.995048110274771+0 0.000000000000000+0
      1247 2.508588053884070+1 9.029298420581007+0 0.000000000000000+0
      1248 2.501748777666195+1 8.050524016290003+0 0.000000000000000+0
      1249 2.495488921891426+1 7.045690374113192+0 0.000000000000000+0
      1250 2.496009114372691+1 6.041352451098152+0 0.000000000000000+0
      1251 2.496114621921905+1 5.028923913534098+0 0.000000000000000+0
      1252 3.996379653029087+0 1.755313804169798+1 0.000000000000000+0
      1253 4.032360884399352+0 1.463039867703077+1 0.000000000000000+0
      1254 3.988246593842139+0 1.367127402416971+1 0.000000000000000+0
      1255 4.043176856402645+0 1.271258162921472+1 0.000000000000000+0
      1256 3.900581717151682+0 1.180649056730685+1 0.000000000000000+0
      1257 4.003627311446443+0 1.089141156661793+1 0.000000000000000+0
      1258 4.125590857599345+0 9.929926595426672+0 0.000000000000000+0
      1259 3.997153948744071+0 8.940217813841816+0 0.000000000000000+0
      1260 3.929842111677494+0 7.948156004703658+0 0.000000000000000+0
      1261 3.910241358353580+0 6.964014218101646+0 0.000000000000000+0
      1262 3.931792748000559+0 5.990016486349128+0 0.000000000000000+0
      1263 3.960799576646110+0 4.995368657418424+0 0.000000000000000+0
      1264 2.496755603873278+1 4.019125317701845+0 0.000000000000000+0
      1265 2.395953150991992+1 4.018293947766281+0 0.000000000000000+0
      1266 2.294902760198285+1 4.013313573986754+0 0.000000000000000+0
      1267 2.192017415684492+1 3.999792908340570+0 0.000000000000000+0
      1268 2.088788246133201+1 4.022488616824016+0 0.000000000000000+0
      1269 1.984684347304043+1 4.040740360311502+0 0.000000000000000+0
      1270 1.883110201737767+1 3.904697265779199+0 0.000000000000000+0
      1271 1.774268009870894+1 4.024514184467768+0 0.000000000000000+0
      1272 1.678693224823954+1 3.653524292610316+0 0.000000000000000+0
      1273 1.586141041967962+1 3.598114380260239+0 0.000000000000000+0
      1274 1.493170552303132+1 3.658728777647631+0 0.000000000000000+0
      1275 1.398352571166681+1 3.747575957040887+0 0.000000000000000+0
      1276 1.300878977981574+1 3.799752511190450+0 0.000000000000000+0
